2 , 10 , CRPS, SNN, known,  0.3624832 
2 , 20 , RMSE, SNN, known,  0.6819893 
2 , 20 , NLL, SNN, known,  -0.7733904 
2 , 20 , CRPS, SNN, known,  0.3705959 
2 , 30 , RMSE, SNN, known,  0.6426179 
2 , 30 , NLL, SNN, known,  -0.8399227 
2 , 30 , CRPS, SNN, known,  0.3440156 
2 , 40 , RMSE, SNN, known,  0.6279083 
2 , 40 , NLL, SNN, known,  -0.8178738 
2 , 40 , CRPS, SNN, known,  0.3341566 
2 , 50 , RMSE, SNN, known,  0.6157358 
2 , 50 , NLL, SNN, known,  -0.8556139 
2 , 50 , CRPS, SNN, known,  0.3285799 
2 , 10 , RMSE, SNN, known,  0.6962383 
2 , 10 , NLL, SNN, known,  -0.7795638 
2 , 10 , CRPS, SNN, known,  0.3795219 
2 , 20 , RMSE, SNN, known,  0.6699414 
2 , 20 , NLL, SNN, known,  -0.8372664 
2 , 20 , CRPS, SNN, known,  0.3534666 
2 , 30 , RMSE, SNN, known,  0.6262166 
2 , 30 , NLL, SNN, known,  -0.9097954 
2 , 30 , CRPS, SNN, known,  0.3266294 
2 , 40 , RMSE, SNN, known,  0.5980237 
2 , 40 , NLL, SNN, known,  -0.9449357 
2 , 40 , CRPS, SNN, known,  0.3111153 
2 , 50 , RMSE, SNN, known,  0.5993096 
2 , 50 , NLL, SNN, known,  -0.9564987 
2 , 50 , CRPS, SNN, known,  0.3122751 
2 , 10 , RMSE, SNN, known,  0.7425667 
2 , 10 , NLL, SNN, known,  -0.7071793 
2 , 10 , CRPS, SNN, known,  0.4052803 
2 , 20 , RMSE, SNN, known,  0.7025266 
2 , 20 , NLL, SNN, known,  -0.8487581 
2 , 20 , CRPS, SNN, known,  0.3734713 
2 , 30 , RMSE, SNN, known,  0.652104 
2 , 30 , NLL, SNN, known,  -0.9246321 
2 , 30 , CRPS, SNN, known,  0.3363485 
2 , 40 , RMSE, SNN, known,  0.6427278 
2 , 40 , NLL, SNN, known,  -0.9367158 
2 , 40 , CRPS, SNN, known,  0.331947 
2 , 50 , RMSE, SNN, known,  0.6347418 
2 , 50 , NLL, SNN, known,  -0.946284 
2 , 50 , CRPS, SNN, known,  0.3264323 
2 , 10 , RMSE, SNN, known,  0.5825458 
2 , 10 , NLL, SNN, known,  -0.8362434 
2 , 10 , CRPS, SNN, known,  0.3144992 
2 , 20 , RMSE, SNN, known,  0.589973 
2 , 20 , NLL, SNN, known,  -0.9202894 
2 , 20 , CRPS, SNN, known,  0.3115939 
2 , 30 , RMSE, SNN, known,  0.5613476 
2 , 30 , NLL, SNN, known,  -1.018041 
2 , 30 , CRPS, SNN, known,  0.2938931 
2 , 40 , RMSE, SNN, known,  0.5534443 
2 , 40 , NLL, SNN, known,  -0.9993849 
2 , 40 , CRPS, SNN, known,  0.2890389 
2 , 50 , RMSE, SNN, known,  0.553842 
2 , 50 , NLL, SNN, known,  -0.9906168 
2 , 50 , CRPS, SNN, known,  0.2890084 
3 , 10 , RMSE, SNN, known,  0.2213131 
3 , 10 , NLL, SNN, known,  -2.533149 
3 , 10 , CRPS, SNN, known,  0.1116837 
3 , 20 , RMSE, SNN, known,  0.1950169 
3 , 20 , NLL, SNN, known,  -2.831355 
3 , 20 , CRPS, SNN, known,  0.09754596 
3 , 30 , RMSE, SNN, known,  0.1751825 
3 , 30 , NLL, SNN, known,  -2.937778 
3 , 30 , CRPS, SNN, known,  0.09021603 
3 , 40 , RMSE, SNN, known,  0.1714958 
3 , 40 , NLL, SNN, known,  -3.067384 
3 , 40 , CRPS, SNN, known,  0.08907229 
3 , 50 , RMSE, SNN, known,  0.1701406 
3 , 50 , NLL, SNN, known,  -3.012495 
3 , 50 , CRPS, SNN, known,  0.08850115 
3 , 10 , RMSE, SNN, known,  0.2256491 
3 , 10 , NLL, SNN, known,  -2.622933 
3 , 10 , CRPS, SNN, known,  0.1053685 
3 , 20 , RMSE, SNN, known,  0.1917533 
3 , 20 , NLL, SNN, known,  -3.038932 
3 , 20 , CRPS, SNN, known,  0.09118132 
3 , 30 , RMSE, SNN, known,  0.1797803 
3 , 30 , NLL, SNN, known,  -3.276063 
3 , 30 , CRPS, SNN, known,  0.08770224 
3 , 40 , RMSE, SNN, known,  0.1734764 
3 , 40 , NLL, SNN, known,  -3.135274 
3 , 40 , CRPS, SNN, known,  0.0859421 
3 , 50 , RMSE, SNN, known,  0.1692251 
3 , 50 , NLL, SNN, known,  -3.3072 
3 , 50 , CRPS, SNN, known,  0.08473343 
3 , 10 , RMSE, SNN, known,  0.2066936 
3 , 10 , NLL, SNN, known,  -2.794062 
3 , 10 , CRPS, SNN, known,  0.101515 
3 , 20 , RMSE, SNN, known,  0.1737969 
3 , 20 , NLL, SNN, known,  -3.016705 
3 , 20 , CRPS, SNN, known,  0.08650114 
3 , 30 , RMSE, SNN, known,  0.1689955 
3 , 30 , NLL, SNN, known,  -3.190693 
3 , 30 , CRPS, SNN, known,  0.08431641 
3 , 40 , RMSE, SNN, known,  0.1692702 
3 , 40 , NLL, SNN, known,  -3.277444 
3 , 40 , CRPS, SNN, known,  0.08480414 
3 , 50 , RMSE, SNN, known,  0.1681294 
3 , 50 , NLL, SNN, known,  -3.167178 
3 , 50 , CRPS, SNN, known,  0.08369026 
3 , 10 , RMSE, SNN, known,  0.2232317 
3 , 10 , NLL, SNN, known,  -2.829785 
3 , 10 , CRPS, SNN, known,  0.1086236 
3 , 20 , RMSE, SNN, known,  0.2022876 
3 , 20 , NLL, SNN, known,  -2.960394 
3 , 20 , CRPS, SNN, known,  0.09702356 
3 , 30 , RMSE, SNN, known,  0.1904217 
3 , 30 , NLL, SNN, known,  -3.14018 
3 , 30 , CRPS, SNN, known,  0.09279661 
3 , 40 , RMSE, SNN, known,  0.1875133 
3 , 40 , NLL, SNN, known,  -3.142515 
3 , 40 , CRPS, SNN, known,  0.09111892 
3 , 50 , RMSE, SNN, known,  0.1771761 
3 , 50 , NLL, SNN, known,  -3.102506 
3 , 50 , CRPS, SNN, known,  0.08826349 
3 , 10 , RMSE, SNN, known,  0.2099637 
3 , 10 , NLL, SNN, known,  -2.785581 
3 , 10 , CRPS, SNN, known,  0.1048071 
3 , 20 , RMSE, SNN, known,  0.1850698 
3 , 20 , NLL, SNN, known,  -2.962697 
3 , 20 , CRPS, SNN, known,  0.09261691 
3 , 30 , RMSE, SNN, known,  0.1785187 
3 , 30 , NLL, SNN, known,  -3.089267 
3 , 30 , CRPS, SNN, known,  0.08957326 
3 , 40 , RMSE, SNN, known,  0.1739154 
3 , 40 , NLL, SNN, known,  -3.175549 
3 , 40 , CRPS, SNN, known,  0.08818024 
3 , 50 , RMSE, SNN, known,  0.1723523 
3 , 50 , NLL, SNN, known,  -3.085485 
3 , 50 , CRPS, SNN, known,  0.08761785 
3 , 10 , RMSE, SNN, known,  0.2237065 
3 , 10 , NLL, SNN, known,  -2.724326 
3 , 10 , CRPS, SNN, known,  0.1091891 
3 , 20 , RMSE, SNN, known,  0.1929546 
3 , 20 , NLL, SNN, known,  -3.069469 
3 , 20 , CRPS, SNN, known,  0.09433878 
3 , 30 , RMSE, SNN, known,  0.1850964 
3 , 30 , NLL, SNN, known,  -2.936935 
3 , 30 , CRPS, SNN, known,  0.09121764 
3 , 40 , RMSE, SNN, known,  0.1795893 
3 , 40 , NLL, SNN, known,  -3.083199 
3 , 40 , CRPS, SNN, known,  0.08905602 
3 , 50 , RMSE, SNN, known,  0.1732319 
3 , 50 , NLL, SNN, known,  -3.177269 
3 , 50 , CRPS, SNN, known,  0.08725436 
3 , 10 , RMSE, SNN, known,  0.1969709 
3 , 10 , NLL, SNN, known,  -2.968113 
3 , 10 , CRPS, SNN, known,  0.09636784 
3 , 20 , RMSE, SNN, known,  0.1645503 
3 , 20 , NLL, SNN, known,  -3.234956 
3 , 20 , CRPS, SNN, known,  0.08393598 
3 , 30 , RMSE, SNN, known,  0.1702865 
3 , 30 , NLL, SNN, known,  -3.357926 
3 , 30 , CRPS, SNN, known,  0.08467795 
3 , 40 , RMSE, SNN, known,  0.1630367 
3 , 40 , NLL, SNN, known,  -3.198152 
3 , 40 , CRPS, SNN, known,  0.08226864 
3 , 50 , RMSE, SNN, known,  0.162861 
3 , 50 , NLL, SNN, known,  -3.351449 
3 , 50 , CRPS, SNN, known,  0.08203755 
3 , 10 , RMSE, SNN, known,  0.1943716 
3 , 10 , NLL, SNN, known,  -2.595466 
3 , 10 , CRPS, SNN, known,  0.101512 
3 , 20 , RMSE, SNN, known,  0.1730943 
3 , 20 , NLL, SNN, known,  -2.931922 
3 , 20 , CRPS, SNN, known,  0.08970674 
3 , 30 , RMSE, SNN, known,  0.1688373 
3 , 30 , NLL, SNN, known,  -3.00667 
3 , 30 , CRPS, SNN, known,  0.08744305 
3 , 40 , RMSE, SNN, known,  0.1629997 
3 , 40 , NLL, SNN, known,  -3.05206 
3 , 40 , CRPS, SNN, known,  0.08539713 
3 , 50 , RMSE, SNN, known,  0.1638458 
3 , 50 , NLL, SNN, known,  -3.039564 
3 , 50 , CRPS, SNN, known,  0.08562409 
3 , 10 , RMSE, SNN, known,  0.2247167 
3 , 10 , NLL, SNN, known,  -2.652796 
3 , 10 , CRPS, SNN, known,  0.1107208 
3 , 20 , RMSE, SNN, known,  0.1846711 
3 , 20 , NLL, SNN, known,  -2.90314 
3 , 20 , CRPS, SNN, known,  0.09331629 
3 , 30 , RMSE, SNN, known,  0.178524 
3 , 30 , NLL, SNN, known,  -2.975403 
3 , 30 , CRPS, SNN, known,  0.09000372 
3 , 40 , RMSE, SNN, known,  0.1747341 
3 , 40 , NLL, SNN, known,  -2.910445 
3 , 40 , CRPS, SNN, known,  0.0883693 
3 , 50 , RMSE, SNN, known,  0.171575 
3 , 50 , NLL, SNN, known,  -3.035001 
3 , 50 , CRPS, SNN, known,  0.08688488 
3 , 10 , RMSE, SNN, known,  0.2219041 
3 , 10 , NLL, SNN, known,  -2.719441 
3 , 10 , CRPS, SNN, known,  0.1111084 
3 , 20 , RMSE, SNN, known,  0.2060684 
3 , 20 , NLL, SNN, known,  -2.867837 
3 , 20 , CRPS, SNN, known,  0.1004907 
3 , 30 , RMSE, SNN, known,  0.1903094 
3 , 30 , NLL, SNN, known,  -2.950596 
3 , 30 , CRPS, SNN, known,  0.09398268 
3 , 40 , RMSE, SNN, known,  0.1919499 
3 , 40 , NLL, SNN, known,  -3.007772 
3 , 40 , CRPS, SNN, known,  0.09349087 
3 , 50 , RMSE, SNN, known,  0.1909323 
3 , 50 , NLL, SNN, known,  -2.999647 
3 , 50 , CRPS, SNN, known,  0.0931724 
3 , 10 , RMSE, SNN, known,  0.2241891 
3 , 10 , NLL, SNN, known,  -2.068233 
3 , 10 , CRPS, SNN, known,  0.1176622 
3 , 20 , RMSE, SNN, known,  0.1910548 
3 , 20 , NLL, SNN, known,  -2.267782 
3 , 20 , CRPS, SNN, known,  0.1013606 
3 , 30 , RMSE, SNN, known,  0.1764762 
3 , 30 , NLL, SNN, known,  -2.250238 
3 , 30 , CRPS, SNN, known,  0.09464358 
3 , 40 , RMSE, SNN, known,  0.1708618 
3 , 40 , NLL, SNN, known,  -2.296507 
3 , 40 , CRPS, SNN, known,  0.09172861 
3 , 50 , RMSE, SNN, known,  0.1681117 
3 , 50 , NLL, SNN, known,  -2.305716 
3 , 50 , CRPS, SNN, known,  0.091292 
3 , 10 , RMSE, SNN, known,  0.1856508 
3 , 10 , NLL, SNN, known,  -2.898379 
3 , 10 , CRPS, SNN, known,  0.09526445 
3 , 20 , RMSE, SNN, known,  0.1665301 
3 , 20 , NLL, SNN, known,  -3.133245 
3 , 20 , CRPS, SNN, known,  0.08408456 
3 , 30 , RMSE, SNN, known,  0.1580976 
3 , 30 , NLL, SNN, known,  -3.445684 
3 , 30 , CRPS, SNN, known,  0.08083367 
3 , 40 , RMSE, SNN, known,  0.1562491 
3 , 40 , NLL, SNN, known,  -3.318878 
3 , 40 , CRPS, SNN, known,  0.080063 
3 , 50 , RMSE, SNN, known,  0.1596006 
3 , 50 , NLL, SNN, known,  -3.320735 
3 , 50 , CRPS, SNN, known,  0.08108128 
3 , 10 , RMSE, SNN, known,  0.2316811 
3 , 10 , NLL, SNN, known,  -2.465248 
3 , 10 , CRPS, SNN, known,  0.1150054 
3 , 20 , RMSE, SNN, known,  0.200013 
3 , 20 , NLL, SNN, known,  -2.724245 
3 , 20 , CRPS, SNN, known,  0.1013877 
3 , 30 , RMSE, SNN, known,  0.1981462 
3 , 30 , NLL, SNN, known,  -2.94357 
3 , 30 , CRPS, SNN, known,  0.09850555 
3 , 40 , RMSE, SNN, known,  0.1935624 
3 , 40 , NLL, SNN, known,  -2.787403 
3 , 40 , CRPS, SNN, known,  0.09621492 
3 , 50 , RMSE, SNN, known,  0.1948424 
3 , 50 , NLL, SNN, known,  -2.863014 
3 , 50 , CRPS, SNN, known,  0.09660605 
3 , 10 , RMSE, SNN, known,  0.259448 
3 , 10 , NLL, SNN, known,  -2.382829 
3 , 10 , CRPS, SNN, known,  0.1256822 
3 , 20 , RMSE, SNN, known,  0.2193015 
3 , 20 , NLL, SNN, known,  -2.797268 
3 , 20 , CRPS, SNN, known,  0.1061236 
3 , 30 , RMSE, SNN, known,  0.1990886 
3 , 30 , NLL, SNN, known,  -2.794643 
3 , 30 , CRPS, SNN, known,  0.09915007 
3 , 40 , RMSE, SNN, known,  0.1968148 
3 , 40 , NLL, SNN, known,  -2.984021 
3 , 40 , CRPS, SNN, known,  0.09800033 
3 , 50 , RMSE, SNN, known,  0.1926477 
3 , 50 , NLL, SNN, known,  -2.888677 
3 , 50 , CRPS, SNN, known,  0.09589857 
3 , 10 , RMSE, SNN, known,  0.2115179 
3 , 10 , NLL, SNN, known,  -2.677751 
3 , 10 , CRPS, SNN, known,  0.105093 
3 , 20 , RMSE, SNN, known,  0.1896798 
3 , 20 , NLL, SNN, known,  -2.874493 
3 , 20 , CRPS, SNN, known,  0.09285643 
3 , 30 , RMSE, SNN, known,  0.17617 
3 , 30 , NLL, SNN, known,  -3.042317 
3 , 30 , CRPS, SNN, known,  0.08758726 
3 , 40 , RMSE, SNN, known,  0.1680836 
3 , 40 , NLL, SNN, known,  -3.119366 
3 , 40 , CRPS, SNN, known,  0.08513115 
3 , 50 , RMSE, SNN, known,  0.16789 
3 , 50 , NLL, SNN, known,  -3.132754 
3 , 50 , CRPS, SNN, known,  0.08520898 
3 , 10 , RMSE, SNN, known,  0.2160784 
3 , 10 , NLL, SNN, known,  -2.779441 
3 , 10 , CRPS, SNN, known,  0.1046439 
3 , 20 , RMSE, SNN, known,  0.1849985 
3 , 20 , NLL, SNN, known,  -3.147069 
3 , 20 , CRPS, SNN, known,  0.08981479 
3 , 30 , RMSE, SNN, known,  0.1816938 
3 , 30 , NLL, SNN, known,  -3.063871 
3 , 30 , CRPS, SNN, known,  0.0882216 
3 , 40 , RMSE, SNN, known,  0.1778681 
3 , 40 , NLL, SNN, known,  -3.069467 
3 , 40 , CRPS, SNN, known,  0.08633192 
3 , 50 , RMSE, SNN, known,  0.1801946 
3 , 50 , NLL, SNN, known,  -3.122442 
3 , 50 , CRPS, SNN, known,  0.08732352 
3 , 10 , RMSE, SNN, known,  0.232172 
3 , 10 , NLL, SNN, known,  -2.608038 
3 , 10 , CRPS, SNN, known,  0.112819 
3 , 20 , RMSE, SNN, known,  0.1969252 
3 , 20 , NLL, SNN, known,  -3.058736 
3 , 20 , CRPS, SNN, known,  0.09625662 
3 , 30 , RMSE, SNN, known,  0.1865462 
3 , 30 , NLL, SNN, known,  -2.909063 
3 , 30 , CRPS, SNN, known,  0.09188757 
3 , 40 , RMSE, SNN, known,  0.1791234 
3 , 40 , NLL, SNN, known,  -2.985783 
3 , 40 , CRPS, SNN, known,  0.08921788 
3 , 50 , RMSE, SNN, known,  0.1724139 
3 , 50 , NLL, SNN, known,  -3.072733 
3 , 50 , CRPS, SNN, known,  0.08672111 
3 , 10 , RMSE, SNN, known,  0.2134602 
3 , 10 , NLL, SNN, known,  -2.702905 
3 , 10 , CRPS, SNN, known,  0.1054971 
3 , 20 , RMSE, SNN, known,  0.1788816 
3 , 20 , NLL, SNN, known,  -2.872421 
3 , 20 , CRPS, SNN, known,  0.09042932 
3 , 30 , RMSE, SNN, known,  0.1722012 
3 , 30 , NLL, SNN, known,  -3.040278 
3 , 30 , CRPS, SNN, known,  0.0869183 
3 , 40 , RMSE, SNN, known,  0.169388 
3 , 40 , NLL, SNN, known,  -3.011684 
3 , 40 , CRPS, SNN, known,  0.0858969 
3 , 50 , RMSE, SNN, known,  0.1721932 
3 , 50 , NLL, SNN, known,  -3.089164 
3 , 50 , CRPS, SNN, known,  0.08646335 
3 , 10 , RMSE, SNN, known,  0.1911273 
3 , 10 , NLL, SNN, known,  -2.894595 
3 , 10 , CRPS, SNN, known,  0.0972088 
3 , 20 , RMSE, SNN, known,  0.159797 
3 , 20 , NLL, SNN, known,  -3.093383 
3 , 20 , CRPS, SNN, known,  0.08242158 
3 , 30 , RMSE, SNN, known,  0.1531487 
3 , 30 , NLL, SNN, known,  -3.230746 
3 , 30 , CRPS, SNN, known,  0.07921448 
3 , 40 , RMSE, SNN, known,  0.1524286 
3 , 40 , NLL, SNN, known,  -3.357236 
3 , 40 , CRPS, SNN, known,  0.07899809 
3 , 50 , RMSE, SNN, known,  0.1501702 
3 , 50 , NLL, SNN, known,  -3.282772 
3 , 50 , CRPS, SNN, known,  0.07784323 
3 , 10 , RMSE, SNN, known,  0.1961883 
3 , 10 , NLL, SNN, known,  -2.75874 
3 , 10 , CRPS, SNN, known,  0.09930317 
3 , 20 , RMSE, SNN, known,  0.166603 
3 , 20 , NLL, SNN, known,  -2.911424 
3 , 20 , CRPS, SNN, known,  0.0854388 
3 , 30 , RMSE, SNN, known,  0.1625124 
3 , 30 , NLL, SNN, known,  -3.238614 
3 , 30 , CRPS, SNN, known,  0.08307975 
3 , 40 , RMSE, SNN, known,  0.1613627 
3 , 40 , NLL, SNN, known,  -2.985158 
3 , 40 , CRPS, SNN, known,  0.08271497 
3 , 50 , RMSE, SNN, known,  0.1616564 
3 , 50 , NLL, SNN, known,  -3.201579 
3 , 50 , CRPS, SNN, known,  0.08286345 
